Target	gc_bias	mappability	reptiming	Gene	on_target
4:160128346-160328195	0.376587440580435	NA	NA	.	FALSE
4:160328196-160528045	0.401536152114086	NA	NA	.	FALSE
4:160528046-160727894	0.372871517996087	NA	NA	.	FALSE
4:160727895-160927744	0.369852389291969	NA	NA	.	FALSE
4:160927745-161127594	0.363687765824368	NA	NA	.	FALSE
4:161127595-161327444	0.354736052039029	NA	NA	.	FALSE
4:161327445-161527293	0.353191659703076	NA	NA	.	FALSE
4:161527294-161727143	0.349737302977233	NA	NA	.	FALSE
4:161727144-161926993	0.333915436577433	NA	NA	.	FALSE
4:161926994-162126842	0.34597621204009	NA	NA	.	FALSE
4:162126843-162326692	0.35369527145359	NA	NA	.	FALSE
4:162326693-162526542	0.340620465349012	NA	NA	.	FALSE
4:162526543-162726392	0.33903427570678	NA	NA	.	FALSE
4:162726393-162926241	0.338190333701945	NA	NA	.	FALSE
4:162926242-163126091	0.33614711033275	NA	NA	.	FALSE
4:163126092-163325941	0.345659244433325	NA	NA	.	FALSE
4:163325942-163525790	0.351075061671562	NA	NA	.	FALSE
4:163525791-163725640	0.361366024518389	NA	NA	.	FALSE
4:163725641-163925490	0.365874405804353	NA	NA	.	FALSE
4:163925491-164125340	0.381120840630473	NA	NA	.	FALSE
4:164125341-164325189	0.375398425811488	NA	NA	.	FALSE
4:164325190-164525039	0.370793094821116	NA	NA	.	FALSE
4:164525040-164724889	0.361956467350513	NA	NA	.	FALSE
4:164724890-164924739	0.351098323742807	NA	NA	.	FALSE
4:164924740-165124588	0.354787864837953	NA	NA	.	FALSE
4:165124589-165324438	0.351228421315987	NA	NA	.	FALSE
4:165324439-165524288	0.373269952464348	NA	NA	.	FALSE
4:165524289-165724137	0.386847069537501	NA	NA	.	FALSE
4:165724138-165923987	0.407020265198899	NA	NA	.	FALSE
4:165923988-166123837	0.425243932949712	NA	NA	.	FALSE
4:166123838-166323687	0.385313985489117	NA	NA	.	FALSE
4:166323688-166523536	0.388968671346867	NA	NA	.	FALSE
4:166523537-166723386	0.36810607955967	NA	NA	.	FALSE
4:166723387-166923236	0.365504128096072	NA	NA	.	FALSE
4:166923237-167123086	0.3494520890668	NA	NA	.	FALSE
4:167123087-167322935	0.351280216563505	NA	NA	.	FALSE
4:167322936-167522785	0.353850387790843	NA	NA	.	FALSE
4:167522786-167722635	0.349752314235677	NA	NA	.	FALSE
4:167722636-167922484	0.349999249433322	NA	NA	.	FALSE
4:167922485-168122334	0.347120340255191	NA	NA	.	FALSE
4:168122335-168322184	0.350998248686515	NA	NA	.	FALSE
4:168322185-168522034	0.358473855391544	NA	NA	.	FALSE
4:168522035-168721883	0.351505386566858	NA	NA	.	FALSE
4:168721884-168921733	0.366810107580685	NA	NA	.	FALSE
4:168921734-169121583	0.360105078809107	NA	NA	.	FALSE
4:169121584-169321433	0.374686014510883	NA	NA	.	FALSE
4:169321434-169521282	0.380922596560403	NA	NA	.	FALSE
4:169521283-169721132	0.404028021015762	NA	NA	.	FALSE
4:169721133-169920982	0.398208656492369	NA	NA	.	FALSE
4:169920983-170120831	0.412866714369349	NA	NA	.	FALSE
4:170120832-170320681	0.400385288966725	NA	NA	.	FALSE
4:170320682-170520531	0.371938954215662	NA	NA	.	FALSE
4:170520532-170720381	0.384153114836127	NA	NA	.	FALSE
4:170720382-170920230	0.41493327462234	NA	NA	.	FALSE
4:170920231-171120080	0.409602201651238	NA	NA	.	FALSE
4:171120081-171319930	0.378098573930448	NA	NA	.	FALSE
4:171319931-171519779	0.366036357449875	NA	NA	.	FALSE
4:171519780-171719629	0.361486114585939	NA	NA	.	FALSE
4:171719630-171919479	0.341110833124844	NA	NA	.	FALSE
4:171919480-172119329	0.345303977983488	NA	NA	.	FALSE
4:172119330-172319178	0.347617451175638	NA	NA	.	FALSE
4:172319179-172519028	0.348426319739805	NA	NA	.	FALSE
4:172519029-172718878	0.361891418563923	NA	NA	.	FALSE
4:172718879-172918728	0.35389041781336	NA	NA	.	FALSE
4:172918729-173118577	0.353406822150724	NA	NA	.	FALSE
4:173118578-173318427	0.355551663747811	NA	NA	.	FALSE
4:173318428-173518277	0.360750562922192	NA	NA	.	FALSE
4:173518278-173718126	0.363584506302258	NA	NA	.	FALSE
4:173718127-173917976	0.392814610958219	NA	NA	.	FALSE
4:173917977-174117826	0.397893420065049	NA	NA	.	FALSE
4:174117827-174317676	0.384083062296723	NA	NA	.	FALSE
4:174317677-174517525	0.414913259510931	NA	NA	.	FALSE
4:174517526-174717375	0.381015761821366	NA	NA	.	FALSE
4:174717376-174917225	0.364658493870403	NA	NA	.	FALSE
4:174917226-175117075	0.364203152364273	NA	NA	.	FALSE
4:175117076-175316924	0.360642284925118	NA	NA	.	FALSE
4:175316925-175516774	0.3731848886665	NA	NA	.	FALSE
4:175516775-175716624	0.356242181636227	NA	NA	.	FALSE
4:175716625-175916473	0.361843191609665	NA	NA	.	FALSE
4:175916474-176116323	0.353940455341506	NA	NA	.	FALSE
4:176116324-176316173	0.359914936202152	NA	NA	.	FALSE
4:176316174-176516023	0.367670753064799	NA	NA	.	FALSE
4:176516024-176715872	0.356684296643966	NA	NA	.	FALSE
4:176715873-176915722	0.356347260445334	NA	NA	.	FALSE
4:176915723-177115572	0.357112834625969	NA	NA	.	FALSE
4:177115573-177315422	0.385183887915937	NA	NA	.	FALSE
4:177315423-177515271	0.366201482119	NA	NA	.	FALSE
4:177515272-177715121	0.370432824618464	NA	NA	.	FALSE
4:177715122-177914971	0.35819864898674	NA	NA	.	FALSE
4:177914972-178114820	0.366726878793489	NA	NA	.	FALSE
4:178114821-178314670	0.381831373530148	NA	NA	.	FALSE
4:178314671-178514520	0.38907180385289	NA	NA	.	FALSE
4:178514521-178714370	0.3679109331999	NA	NA	.	FALSE
4:178714371-178914219	0.354332521053395	NA	NA	.	FALSE
4:178914220-179114069	0.346594946209657	NA	NA	.	FALSE
4:179114070-179313919	0.353770327745809	NA	NA	.	FALSE
4:179313920-179513768	0.350219415658822	NA	NA	.	FALSE
4:179513769-179713618	0.346780085063798	NA	NA	.	FALSE
4:179713619-179913468	0.35646234676007	NA	NA	.	FALSE
4:179913469-180113318	0.347775831873905	NA	NA	.	FALSE
4:180113319-180313167	0.356904462869466	NA	NA	.	FALSE
4:180313168-180513017	0.362011508631474	NA	NA	.	FALSE
4:180513018-180712867	0.36366775081311	NA	NA	.	FALSE
4:180712868-180912717	0.353294971228421	NA	NA	.	FALSE
4:180912718-181112566	0.347757556955501	NA	NA	.	FALSE
4:181112567-181312416	0.355641731298474	NA	NA	.	FALSE
4:181312417-181512266	0.368906680010007	NA	NA	.	FALSE
4:181512267-181712115	0.366431655900205	NA	NA	.	FALSE
4:181712116-181911965	0.374110582937203	NA	NA	.	FALSE
4:181911966-182111815	0.370728046034526	NA	NA	.	FALSE
4:182111816-182311665	0.375566675006255	NA	NA	.	FALSE
4:182311666-182511514	0.382523805473132	NA	NA	.	FALSE
4:182511515-182711364	0.386129597197898	NA	NA	.	FALSE
4:182711365-182911214	0.385023767825869	NA	NA	.	FALSE
4:182911215-183111064	0.390337753314986	NA	NA	.	FALSE
4:183111065-183310913	0.405180911588249	NA	NA	.	FALSE
4:183310914-183510763	0.374941205904428	NA	NA	.	FALSE
4:183510764-183710613	0.388121090818114	NA	NA	.	FALSE
4:183710614-183910462	0.457070087916377	NA	NA	.	FALSE
4:183910463-184110312	0.412264198148611	NA	NA	.	FALSE
4:184110313-184310162	0.41697272954716	NA	NA	.	FALSE
4:184310163-184510012	0.442166624968727	NA	NA	.	FALSE
4:184510013-184709861	0.424765698102067	NA	NA	.	FALSE
4:184709862-184909711	0.429141856392294	NA	NA	.	FALSE
4:184909712-185109561	0.433425068801601	NA	NA	.	FALSE
4:185109562-185309411	0.433930447835877	NA	NA	.	FALSE
4:185309912-185310220	0.585760517799353	NA	NA	IRF2	TRUE
4:185311830-185311929	0.55	NA	NA	IRF2	TRUE
4:185320069-185320233	0.533333333333333	NA	NA	IRF2	TRUE
4:185329312-185329429	0.415254237288136	NA	NA	IRF2	TRUE
4:185339294-185339393	0.37	NA	NA	IRF2	TRUE
4:185339686-185339862	0.429378531073446	NA	NA	IRF2	TRUE
4:185340623-185340722	0.46	NA	NA	IRF2	TRUE
4:185350125-185350224	0.6	NA	NA	IRF2	TRUE
4:185350725-185546953	0.433758516834922	NA	NA	.	FALSE
4:185546954-185743182	0.426685148474486	NA	NA	.	FALSE
4:185743183-185939411	0.455340444072996	NA	NA	.	FALSE
4:185939412-186135640	0.423561247318184	NA	NA	.	FALSE
4:186135641-186331869	0.410194211864709	NA	NA	.	FALSE
4:186331870-186528099	0.402731488559344	NA	NA	.	FALSE
4:186528100-186724328	0.402896615688813	NA	NA	.	FALSE
4:186724329-186920557	0.40386996825138	NA	NA	.	FALSE
4:186920558-187116786	0.433697363794342	NA	NA	.	FALSE
4:187116787-187313015	0.410566226194905	NA	NA	.	FALSE
4:187313016-187509245	0.428227080466799	NA	NA	.	FALSE
4:187509746-187510059	0.550955414012739	NA	NA	FAT1	TRUE
4:187510060-187510374	0.523809523809524	NA	NA	FAT1	TRUE
4:187516843-187516980	0.521739130434783	NA	NA	FAT1	TRUE
4:187517694-187518009	0.518987341772152	NA	NA	FAT1	TRUE
4:187518010-187518325	0.534810126582278	NA	NA	FAT1	TRUE
4:187518836-187518946	0.477477477477477	NA	NA	FAT1	TRUE
4:187519126-187519279	0.493506493506494	NA	NA	FAT1	TRUE
4:187521052-187521282	0.523809523809524	NA	NA	FAT1	TRUE
4:187521283-187521514	0.504310344827586	NA	NA	FAT1	TRUE
4:187522423-187522580	0.436708860759494	NA	NA	FAT1	TRUE
4:187524057-187524188	0.590909090909091	NA	NA	FAT1	TRUE
4:187524330-187524596	0.47565543071161	NA	NA	FAT1	TRUE
4:187524597-187524863	0.50936329588015	NA	NA	FAT1	TRUE
4:187524864-187525131	0.477611940298507	NA	NA	FAT1	TRUE
4:187525531-187525728	0.454545454545455	NA	NA	FAT1	TRUE
4:187527224-187527367	0.506944444444444	NA	NA	FAT1	TRUE
4:187530337-187530474	0.5	NA	NA	FAT1	TRUE
4:187530955-187531169	0.469767441860465	NA	NA	FAT1	TRUE
4:187532540-187532929	0.417948717948718	NA	NA	FAT1	TRUE
4:187534263-187534496	0.52991452991453	NA	NA	FAT1	TRUE
4:187535345-187535498	0.409090909090909	NA	NA	FAT1	TRUE
4:187538159-187538355	0.411167512690355	NA	NA	FAT1	TRUE
4:187538862-187539230	0.441734417344173	NA	NA	FAT1	TRUE
4:187539231-187539600	0.456756756756757	NA	NA	FAT1	TRUE
4:187539601-187539970	0.413513513513514	NA	NA	FAT1	TRUE
4:187539971-187540340	0.421621621621622	NA	NA	FAT1	TRUE
4:187540341-187540710	0.478378378378378	NA	NA	FAT1	TRUE
4:187540711-187541079	0.463414634146341	NA	NA	FAT1	TRUE
4:187541080-187541449	0.462162162162162	NA	NA	FAT1	TRUE
4:187541450-187541819	0.475675675675676	NA	NA	FAT1	TRUE
4:187541820-187542189	0.42972972972973	NA	NA	FAT1	TRUE
4:187542190-187542559	0.4	NA	NA	FAT1	TRUE
4:187542560-187542929	0.381081081081081	NA	NA	FAT1	TRUE
4:187549308-187549518	0.52132701421801	NA	NA	FAT1	TRUE
4:187549642-187549917	0.416666666666667	NA	NA	FAT1	TRUE
4:187554838-187554977	0.485714285714286	NA	NA	FAT1	TRUE
4:187557179-187557389	0.454976303317536	NA	NA	FAT1	TRUE
4:187557739-187558068	0.457575757575758	NA	NA	FAT1	TRUE
4:187560857-187560956	0.35	NA	NA	FAT1	TRUE
4:187561457-187583925	0.413236014063821	NA	NA	.	FALSE
4:187584426-187584525	0.32	NA	NA	FAT1	TRUE
4:187584573-187584767	0.451282051282051	NA	NA	FAT1	TRUE
4:187585268-187627216	0.402774797968962	NA	NA	.	FALSE
4:187627717-187628078	0.475138121546961	NA	NA	FAT1	TRUE
4:187628079-187628441	0.482093663911846	NA	NA	FAT1	TRUE
4:187628442-187628804	0.43801652892562	NA	NA	FAT1	TRUE
4:187628805-187629167	0.440771349862259	NA	NA	FAT1	TRUE
4:187629168-187629529	0.461325966850829	NA	NA	FAT1	TRUE
4:187629530-187629892	0.410468319559229	NA	NA	FAT1	TRUE
4:187629893-187630255	0.487603305785124	NA	NA	FAT1	TRUE
4:187630256-187630618	0.465564738292011	NA	NA	FAT1	TRUE
4:187630619-187630981	0.443526170798898	NA	NA	FAT1	TRUE
4:187631482-187827164	0.406478845888503	NA	NA	.	FALSE
4:187827165-188022847	0.408410541539122	NA	NA	.	FALSE
4:188022848-188218530	0.386334019817766	NA	NA	.	FALSE
4:188218531-188414213	0.39037116152144	NA	NA	.	FALSE
4:188414214-188609896	0.385327289544825	NA	NA	.	FALSE
4:188609897-188805579	0.382853901463081	NA	NA	.	FALSE
4:188805580-189001262	0.414241400632656	NA	NA	.	FALSE
4:189001263-189196945	0.439399436844284	NA	NA	.	FALSE
4:189196946-189392628	0.407373149430456	NA	NA	.	FALSE
4:189392629-189588311	0.385291517403147	NA	NA	.	FALSE
4:189588312-189783994	0.37443211725086	NA	NA	.	FALSE
4:189783995-189979677	0.387473618045512	NA	NA	.	FALSE
4:189979678-190175360	0.386850160719122	NA	NA	.	FALSE
4:190175361-190371043	0.394490068120378	NA	NA	.	FALSE
4:190371044-190566726	0.418738469872191	NA	NA	.	FALSE
4:190566727-190762409	0.422939141366394	NA	NA	.	FALSE
4:190762410-190958092	0.413669046365806	NA	NA	.	FALSE
4:190958093-191153776	0.530353661932609	NA	NA	.	FALSE
5:501-109225	0.46572940287226	NA	NA	.	FALSE
5:109226-217951	0.506686533119953	NA	NA	.	FALSE
5:218452-218551	0.76	NA	NA	SDHA	TRUE
5:223590-223689	0.47	NA	NA	SDHA	TRUE
5:224475-224636	0.506172839506173	NA	NA	SDHA	TRUE
5:225534-225677	0.625	NA	NA	SDHA	TRUE
5:225998-226162	0.515151515151515	NA	NA	SDHA	TRUE
5:228300-228448	0.496644295302013	NA	NA	SDHA	TRUE
5:230991-231115	0.616	NA	NA	SDHA	TRUE
5:233592-233760	0.526627218934911	NA	NA	SDHA	TRUE
5:235259-235454	0.602040816326531	NA	NA	SDHA	TRUE
5:236543-236714	0.627906976744186	NA	NA	SDHA	TRUE
5:240473-240591	0.428571428571429	NA	NA	SDHA	TRUE
5:251107-251218	0.508928571428571	NA	NA	SDHA	TRUE
5:251453-251583	0.610687022900763	NA	NA	SDHA	TRUE
5:254508-254621	0.552631578947368	NA	NA	SDHA	TRUE
5:256442-256541	0.52	NA	NA	SDHA	TRUE
5:257042-456301	0.51866405701094	NA	NA	.	FALSE
5:456302-655561	0.563479875539496	NA	NA	.	FALSE
5:655562-854821	0.519165913881361	NA	NA	.	FALSE
5:854822-1054081	0.532435009535281	NA	NA	.	FALSE
5:1054082-1253342	0.590828109865955	NA	NA	.	FALSE
5:1253843-1253946	0.663461538461538	NA	NA	TERT	TRUE
5:1254483-1254620	0.673913043478261	NA	NA	TERT	TRUE
5:1255402-1255526	0.528	NA	NA	TERT	TRUE
5:1258694-1258793	0.58	NA	NA	TERT	TRUE
5:1260589-1260715	0.566929133858268	NA	NA	TERT	TRUE
5:1264519-1264707	0.624338624338624	NA	NA	TERT	TRUE
5:1266565-1266664	0.54	NA	NA	TERT	TRUE
5:1268635-1268748	0.649122807017544	NA	NA	TERT	TRUE
5:1271227-1271326	0.61	NA	NA	TERT	TRUE
5:1272298-1272397	0.61	NA	NA	TERT	TRUE
5:1278756-1278911	0.634615384615385	NA	NA	TERT	TRUE
5:1279406-1279585	0.688888888888889	NA	NA	TERT	TRUE
5:1280273-1280453	0.624309392265193	NA	NA	TERT	TRUE
5:1282544-1282739	0.530612244897959	NA	NA	TERT	TRUE
5:1293428-1293736	0.689320388349515	NA	NA	TERT	TRUE
5:1293737-1294045	0.666666666666667	NA	NA	TERT	TRUE
5:1294046-1294354	0.724919093851133	NA	NA	TERT	TRUE
5:1294355-1294663	0.724919093851133	NA	NA	TERT	TRUE
5:1294684-1294783	0.69	NA	NA	TERT	TRUE
5:1294842-1295104	0.79467680608365	NA	NA	TERT	TRUE
5:1295605-1495327	0.532237148450604	NA	NA	.	FALSE
5:1495328-1695051	0.507785744327171	NA	NA	.	FALSE
5:1695052-1894774	0.523640241734803	NA	NA	.	FALSE
5:1894775-2094498	0.461687128236967	NA	NA	.	FALSE
5:2094499-2294221	0.473245444941244	NA	NA	.	FALSE
5:2294222-2493945	0.449410186056758	NA	NA	.	FALSE
5:2493946-2693669	0.452043820472252	NA	NA	.	FALSE
5:2693670-2893392	0.449517581850863	NA	NA	.	FALSE
5:2893393-3093116	0.434815044761771	NA	NA	.	FALSE
5:3093117-3292839	0.449858053403965	NA	NA	.	FALSE
5:3292840-3492563	0.445770162824698	NA	NA	.	FALSE
5:3492564-3692287	0.45278984999299	NA	NA	.	FALSE
5:3692288-3892010	0.428348262343346	NA	NA	.	FALSE
5:3892011-4091734	0.409870621457611	NA	NA	.	FALSE
5:4091735-4291457	0.413542756718055	NA	NA	.	FALSE
5:4291458-4491181	0.386893913600769	NA	NA	.	FALSE
5:4491182-4690905	0.399381145981454	NA	NA	.	FALSE
5:4690906-4890628	0.384147043655463	NA	NA	.	FALSE
5:4890629-5090352	0.411042238288839	NA	NA	.	FALSE
5:5090353-5290075	0.411109386500303	NA	NA	.	FALSE
5:5290076-5489799	0.433147743886563	NA	NA	.	FALSE
5:5489800-5689523	0.430644289118984	NA	NA	.	FALSE
5:5689524-5889246	0.413387541745317	NA	NA	.	FALSE
5:5889247-6088970	0.413876149085738	NA	NA	.	FALSE
5:6088971-6288693	0.432539066607251	NA	NA	.	FALSE
5:6288694-6488417	0.455884120085718	NA	NA	.	FALSE
5:6488418-6688140	0.453453032449943	NA	NA	.	FALSE
5:6688141-6887864	0.452644649616471	NA	NA	.	FALSE
5:6887865-7087588	0.403221445594921	NA	NA	.	FALSE
5:7087589-7287311	0.394476349744396	NA	NA	.	FALSE
5:7287312-7487035	0.411242514670245	NA	NA	.	FALSE
5:7487036-7686758	0.405286321555354	NA	NA	.	FALSE
5:7686759-7886482	0.42135146502173	NA	NA	.	FALSE
5:7886483-8086206	0.392206244617572	NA	NA	.	FALSE
5:8086207-8285929	0.390440760453228	NA	NA	.	FALSE
5:8285930-8485653	0.390578999018646	NA	NA	.	FALSE
5:8485654-8685376	0.377277529378189	NA	NA	.	FALSE
5:8685377-8885100	0.385406861468827	NA	NA	.	FALSE
5:8885101-9084824	0.386989044881937	NA	NA	.	FALSE
5:9084825-9284547	0.402512479784502	NA	NA	.	FALSE
5:9284548-9484271	0.397708838196711	NA	NA	.	FALSE
5:9484272-9683994	0.400254352277905	NA	NA	.	FALSE
5:9683995-9883718	0.408919308645931	NA	NA	.	FALSE
5:9883719-10083442	0.418742865153912	NA	NA	.	FALSE
5:10083443-10283165	0.431978289931555	NA	NA	.	FALSE
5:10283166-10482889	0.43270713584747	NA	NA	.	FALSE
5:10482890-10682612	0.480770867651698	NA	NA	.	FALSE
5:10682613-10882336	0.437583865734714	NA	NA	.	FALSE
5:10882337-11082059	0.418008942385204	NA	NA	.	FALSE
5:11082060-11281783	0.41092707936953	NA	NA	.	FALSE
5:11281784-11481507	0.396487152270133	NA	NA	.	FALSE
5:11481508-11681230	0.379655823315292	NA	NA	.	FALSE
5:11681231-11880954	0.379874226432477	NA	NA	.	FALSE
5:11880955-12080677	0.367338764188401	NA	NA	.	FALSE
5:12080678-12280401	0.357818789930104	NA	NA	.	FALSE
5:12280402-12480125	0.354464160541547	NA	NA	.	FALSE
5:12480126-12679848	0.363303174897233	NA	NA	.	FALSE
5:12679849-12879572	0.347479521740001	NA	NA	.	FALSE
5:12879573-13079295	0.351226448631354	NA	NA	.	FALSE
5:13079296-13279019	0.363010955118063	NA	NA	.	FALSE
5:13279020-13478743	0.37714045382628	NA	NA	.	FALSE
5:13478744-13678466	0.392338388668306	NA	NA	.	FALSE
5:13678467-13878190	0.390438805551661	NA	NA	.	FALSE
5:13878191-14077913	0.413707985560001	NA	NA	.	FALSE
5:14077914-14277637	0.424180368909095	NA	NA	.	FALSE
5:14277638-14477361	0.433973883959865	NA	NA	.	FALSE
5:14477362-14677084	0.4370052522744	NA	NA	.	FALSE
5:14677085-14876808	0.436737698023272	NA	NA	.	FALSE
5:14876809-15076531	0.417658456962894	NA	NA	.	FALSE
5:15076532-15276255	0.384951232701128	NA	NA	.	FALSE
5:15276256-15475979	0.384210210089924	NA	NA	.	FALSE
5:15475980-15675702	0.40082514282281	NA	NA	.	FALSE
5:15675703-15875426	0.392616811199455	NA	NA	.	FALSE
5:15875427-16075149	0.39916284053414	NA	NA	.	FALSE
5:16075150-16274873	0.394379243355831	NA	NA	.	FALSE
5:16274874-16474596	0.40300816631034	NA	NA	.	FALSE
5:16474597-16674320	0.429903266507781	NA	NA	.	FALSE
5:16674321-16874044	0.438039494502413	NA	NA	.	FALSE
5:16874045-17073767	0.445662242205455	NA	NA	.	FALSE
5:17073768-17273491	0.431565560473453	NA	NA	.	FALSE
5:17273492-17473214	0.415185031268307	NA	NA	.	FALSE
5:17473215-17672938	0.431640885896717	NA	NA	.	FALSE
5:17672939-17872662	0.375042558731049	NA	NA	.	FALSE
5:17872663-18072385	0.362266739434116	NA	NA	.	FALSE
5:18072386-18272109	0.359616270453225	NA	NA	.	FALSE
5:18272110-18471832	0.364499832267691	NA	NA	.	FALSE
5:18471833-18671556	0.361418757885883	NA	NA	.	FALSE
5:18671557-18871280	0.351434980272776	NA	NA	.	FALSE
5:18871281-19071003	0.343070152160743	NA	NA	.	FALSE
5:19071004-19270727	0.348841401133564	NA	NA	.	FALSE
5:19270728-19470450	0.353264271015356	NA	NA	.	FALSE
5:19470451-19670174	0.345561875388036	NA	NA	.	FALSE
5:19670175-19869898	0.357097794957041	NA	NA	.	FALSE
5:19869899-20069621	0.340877114804004	NA	NA	.	FALSE
5:20069622-20269345	0.346588291842743	NA	NA	.	FALSE
5:20269346-20469068	0.35607316132844	NA	NA	.	FALSE
5:20469069-20668792	0.352731769842382	NA	NA	.	FALSE
5:20668793-20868515	0.35253325856311	NA	NA	.	FALSE
5:20868516-21068239	0.351284772986722	NA	NA	.	FALSE
5:21068240-21267963	0.355455528629509	NA	NA	.	FALSE
5:21267964-21467686	0.356764118303851	NA	NA	.	FALSE
5:21467687-21667410	0.371903226452504	NA	NA	.	FALSE
5:21667411-21867133	0.344532177065235	NA	NA	.	FALSE
5:21867134-22066857	0.35803909394965	NA	NA	.	FALSE
5:22066858-22266581	0.3570777673189	NA	NA	.	FALSE
5:22266582-22466304	0.351126309939266	NA	NA	.	FALSE
5:22466305-22666028	0.356216578878853	NA	NA	.	FALSE
5:22666029-22865751	0.346169444680883	NA	NA	.	FALSE
5:22865752-23065475	0.357488333900783	NA	NA	.	FALSE
5:23065476-23265199	0.361188440047265	NA	NA	.	FALSE
5:23265200-23464922	0.351722135157193	NA	NA	.	FALSE
5:23464923-23664646	0.352907011676113	NA	NA	.	FALSE
5:23664647-23864369	0.355697641233108	NA	NA	.	FALSE
5:23864370-24064093	0.348906490957521	NA	NA	.	FALSE
5:24064094-24263817	0.349687568845006	NA	NA	.	FALSE
5:24263818-24463540	0.361781066777487	NA	NA	.	FALSE
5:24463541-24663264	0.345471751016403	NA	NA	.	FALSE
5:24663265-24862987	0.352913785593046	NA	NA	.	FALSE
5:24862988-25062711	0.346002483427129	NA	NA	.	FALSE
5:25062712-25262435	0.352891990947508	NA	NA	.	FALSE
5:25262436-25462158	0.34663008266449	NA	NA	.	FALSE
5:25462159-25661882	0.348015261060263	NA	NA	.	FALSE
5:25661883-25861605	0.347045658236658	NA	NA	.	FALSE
5:25861606-26061329	0.349392161182432	NA	NA	.	FALSE
5:26061330-26261052	0.352573314039945	NA	NA	.	FALSE
5:26261053-26460776	0.357898900482666	NA	NA	.	FALSE
5:26460777-26660500	0.350198273617592	NA	NA	.	FALSE
5:26660501-26860223	0.345478487705472	NA	NA	.	FALSE
5:26860224-27059947	0.334932206444894	NA	NA	.	FALSE
5:27059948-27259670	0.350790845320769	NA	NA	.	FALSE
5:27259671-27459394	0.343814463960265	NA	NA	.	FALSE
5:27459395-27659118	0.34585728305061	NA	NA	.	FALSE
5:27659119-27858841	0.346194479353905	NA	NA	.	FALSE
5:27858842-28058565	0.346458112194829	NA	NA	.	FALSE
5:28058566-28258288	0.345763882977924	NA	NA	.	FALSE
5:28258289-28458012	0.348766297490537	NA	NA	.	FALSE
5:28458013-28657736	0.346638360938095	NA	NA	.	FALSE
5:28657737-28857459	0.347110748386515	NA	NA	.	FALSE
5:28857460-29057183	0.352251106527007	NA	NA	.	FALSE
5:29057184-29256906	0.348067072895961	NA	NA	.	FALSE
5:29256907-29456630	0.341871783060624	NA	NA	.	FALSE
5:29456631-29656354	0.350068093969678	NA	NA	.	FALSE
5:29656355-29856077	0.340586712596947	NA	NA	.	FALSE
5:29856078-30055801	0.354153732150367	NA	NA	.	FALSE
5:30055802-30255524	0.35349459000716	NA	NA	.	FALSE
5:30255525-30455248	0.34886643568124	NA	NA	.	FALSE
5:30455249-30654971	0.352157738467778	NA	NA	.	FALSE
5:30654972-30854695	0.361033225851675	NA	NA	.	FALSE
5:30854696-31054419	0.37081172017384	NA	NA	.	FALSE
5:31054420-31254142	0.38556901308312	NA	NA	.	FALSE
5:31254143-31453866	0.397067953776211	NA	NA	.	FALSE
5:31453867-31653589	0.417142742698638	NA	NA	.	FALSE
5:31653590-31853313	0.456049348100379	NA	NA	.	FALSE
5:31853314-32053037	0.45419679157237	NA	NA	.	FALSE
5:32053038-32252760	0.436659773786695	NA	NA	.	FALSE
5:32252761-32452484	0.416309507119825	NA	NA	.	FALSE
5:32452485-32652207	0.437435848650381	NA	NA	.	FALSE
5:32652208-32851931	0.41677014279706	NA	NA	.	FALSE
5:32851932-33051655	0.381446396026517	NA	NA	.	FALSE
5:33051656-33251378	0.378984894078298	NA	NA	.	FALSE
5:33251379-33451102	0.384215216999459	NA	NA	.	FALSE
5:33451103-33650825	0.41283677893883	NA	NA	.	FALSE
5:33650826-33850549	0.400437603893373	NA	NA	.	FALSE
5:33850550-34050273	0.410316236406241	NA	NA	.	FALSE
5:34050274-34249996	0.374193257661862	NA	NA	.	FALSE
5:34249997-34449720	0.369059301836534	NA	NA	.	FALSE
5:34449721-34649443	0.428233102847444	NA	NA	.	FALSE
5:34649444-34849167	0.422297770923875	NA	NA	.	FALSE
5:34849168-35048891	0.404147723858925	NA	NA	.	FALSE
5:35049392-35049513	0.434426229508197	NA	NA	PRLR	TRUE
5:35065191-35065528	0.49112426035503	NA	NA	PRLR	TRUE
5:35065529-35065866	0.511834319526627	NA	NA	PRLR	TRUE
5:35065867-35066204	0.497041420118343	NA	NA	PRLR	TRUE
5:35068303-35068402	0.43	NA	NA	PRLR	TRUE
5:35068881-35068980	0.46	NA	NA	PRLR	TRUE
5:35070226-35070367	0.47887323943662	NA	NA	PRLR	TRUE
5:35072677-35072846	0.470588235294118	NA	NA	PRLR	TRUE
5:35084572-35084741	0.482352941176471	NA	NA	PRLR	TRUE
5:35086310-35086442	0.473684210526316	NA	NA	PRLR	TRUE
5:35089638-35089737	0.45	NA	NA	PRLR	TRUE
5:35090238-35281820	0.406205143462625	NA	NA	.	FALSE
5:35281821-35473403	0.38348392080717	NA	NA	.	FALSE
5:35473404-35664986	0.37868704425758	NA	NA	.	FALSE
5:35664987-35856570	0.381409721062302	NA	NA	.	FALSE
5:35857071-35857170	0.38	NA	NA	IL7R	TRUE
5:35860954-35861092	0.446043165467626	NA	NA	IL7R	TRUE
5:35867408-35867565	0.386075949367089	NA	NA	IL7R	TRUE
5:35871158-35871315	0.411392405063291	NA	NA	IL7R	TRUE
